LSOA11CD,total_population,imd_score,imd_decile,income_score,health_score,crime_score
E01000050,1933,34.701,2,0.176,0.61,0.74
E01000051,1144,36.941,2,0.234,0.391,0.859
E01000052,2134,33.284,2,0.188,-0.153,0.335
E01000053,1670,40.044,2,0.229,0.701,1.217
E01000054,1831,29.788,3,0.18,0.198,0.514
E01000055,1684,30.898,3,0.211,0.126,0.047
E01000056,1666,35.903,2,0.197,0.455,0.485
E01000057,1557,32.887,3,0.196,0.097,0.644
E01000058,2022,31.763,3,0.199,0.147,0.358
E01000059,1635,32.331,3,0.176,0.136,0.414
E01000060,1955,36.154,2,0.202,0.282,1.109
E01000061,1854,46.283,1,0.303,1.013,0.145
E01000062,2228,26.669,3,0.143,-0.143,0.558
E01000063,1793,33.371,2,0.181,0.286,0.342
E01000064,2107,35.283,2,0.208,0.39,0.212
E01000065,1692,39.89,2,0.228,0.817,0.324
E01000066,2132,25.763,4,0.147,0.054,-0.273
E01000067,2149,20.973,5,0.132,-0.388,0.381
E01000068,1523,25.603,4,0.123,0.167,0.946
E01000069,1882,16.375,6,0.087,-0.626,0.032
E01000070,2154,21.038,5,0.11,-0.442,0.84
E01000071,2541,18.848,5,0.13,-0.261,-0.155
E01000072,2112,41.016,2,0.241,0.478,1.197
E01000073,1780,38.757,2,0.209,0.57,1.346
E01000074,1610,35.044,2,0.234,0.461,0.005
E01000075,1777,36.999,2,0.196,0.136,1.057
E01000076,2047,36.246,2,0.208,0.097,0.287
E01000077,1487,41.032,2,0.251,0.725,0.487
E01000078,1826,35.033,2,0.228,0.035,0.467
E01000079,1662,34.522,2,0.227,0.045,0.253
E01000080,1651,33.185,3,0.19,0.445,0.145
E01000081,1831,30.608,3,0.162,0.225,0.192
E01000082,1953,27.895,3,0.158,-0.111,-0.221
E01000083,1888,34.377,2,0.196,0.361,0.434
E01000084,1355,39.815,2,0.229,0.338,1.309
E01000085,1829,35.154,2,0.189,-0.227,1.036
E01000086,1383,38.156,2,0.218,0.89,0.868
E01000087,1447,34.357,2,0.226,0.046,0.135
E01000088,2060,28.849,3,0.147,0.264,0.552
E01000089,1879,28.968,3,0.156,-0.154,0.189
E01000090,1683,28.317,3,0.169,-0.187,0.7
E01000091,2081,42.183,2,0.256,0.324,0.994
E01000092,4485,33.768,2,0.215,-0.008,0.657
E01000093,1719,46.922,1,0.26,0.842,1.073
E01000094,2120,28.182,3,0.167,-0.036,0.524
E01000095,1871,32.254,3,0.196,-0.111,0.944
E01000096,1667,40.926,2,0.259,0.008,1.284
E01000097,1815,38.009,2,0.223,0.808,0.468
E01000098,1814,39.405,2,0.239,0.443,0.911
E01000099,2258,29.266,3,0.174,0.214,0.008
E01000100,1744,31.83,3,0.16,0.106,0.634
E01000101,1545,40.463,2,0.254,0.464,0.832
E01000102,1441,42.631,2,0.275,0.684,0.762
E01000103,1500,32.894,3,0.18,0.427,0.58
E01000104,1811,34.672,2,0.222,0.276,0.131
E01000105,2314,44.149,1,0.246,0.932,1.039
E01000106,2159,43.523,2,0.275,0.636,0.786
E01000107,1719,28.332,3,0.151,0.579,-0.027
E01000108,1750,28.166,3,0.171,0.158,0.183
E01000109,1871,25.691,4,0.12,-0.199,0.891
E01000110,1491,17.741,5,0.112,-0.002,-0.312
E01000111,1997,28.903,3,0.174,0.187,0.313
E01000112,2058,24.743,4,0.129,-0.324,0.602
E01000113,1703,25.268,4,0.152,-0.122,0.708
E01000114,2290,23.288,4,0.119,-0.117,0.423
E01000115,1375,6.227,9,0.055,-1.526,-0.545
E01000116,1737,7.79,9,0.074,-1.412,-0.43
E01000117,1842,9.642,8,0.071,-1.141,-0.168
E01000118,2134,9.812,8,0.077,-1.679,-0.206
E01000119,1702,11.589,7,0.078,-1.884,0.627
E01000120,1435,5.902,10,0.061,-1.58,-0.568
E01000121,1498,36.203,2,0.262,0.261,0.336
E01000122,1462,10.152,8,0.071,-1.246,-0.622
E01000123,1761,11.048,8,0.075,-1.062,-0.684
E01000124,1696,23.589,4,0.166,-0.593,0.491
E01000125,3196,26.704,3,0.179,-0.615,0.586
E01000126,2338,33.625,2,0.243,-0.077,-0.164
E01000127,1546,27.543,3,0.193,-0.495,0.424
E01000128,1921,27.055,3,0.171,-0.346,0.957
E01000129,1812,31.0,3,0.214,-0.148,1.004
E01000130,1771,30.863,3,0.185,-0.331,0.839
E01000131,1819,20.904,5,0.116,-0.802,1.133
E01000132,1557,25.53,4,0.187,-0.464,0.309
E01000133,1674,30.774,3,0.188,-0.059,0.065
E01000134,1743,24.669,4,0.184,-0.579,-0.195
E01000135,1616,12.523,7,0.076,-1.087,0.385
