LSOA11CD,total_population,imd_score,imd_decile,income_score,health_score,crime_score
E01004240,1894,31.696,3,0.239,0.114,0.695
E01004241,1801,36.941,2,0.252,0.608,0.79
E01004242,4375,26.689,3,0.194,0.129,0.289
E01004243,1697,36.13,2,0.254,-0.011,0.669
E01004244,2185,43.233,2,0.286,0.6,0.966
E01004245,1517,46.457,1,0.318,0.605,0.949
E01004246,2598,29.919,3,0.21,0.042,1.38
E01004247,2585,41.665,2,0.298,0.673,0.908
E01004248,1743,43.068,2,0.304,0.696,0.309
E01004249,2247,43.123,2,0.29,0.317,1.07
E01004250,2613,39.575,2,0.292,0.644,0.514
E01004251,2324,28.656,3,0.202,0.314,0.895
E01004252,2969,35.19,2,0.276,0.752,0.615
E01004253,3171,28.245,3,0.213,0.06,0.554
E01004254,2760,18.74,5,0.107,-0.594,0.869
E01004255,1691,34.736,2,0.258,0.518,0.533
E01004256,1927,35.605,2,0.276,0.29,0.296
E01004257,2157,32.994,3,0.221,0.329,1.091
E01004258,1580,21.968,4,0.129,-0.273,0.335
E01004259,1744,26.215,4,0.164,0.449,0.947
E01004260,1862,32.227,3,0.242,0.509,0.394
E01004261,2532,25.849,4,0.15,0.319,0.115
E01004262,1666,29.288,3,0.167,0.616,0.886
E01004263,1514,32.958,3,0.221,0.433,0.667
E01004264,1577,34.313,2,0.243,0.614,0.344
E01004266,1539,26.897,3,0.195,0.124,0.813
E01004267,2322,32.998,3,0.24,0.107,1.19
E01004268,1963,34.358,2,0.258,0.712,-0.217
E01004269,2471,32.249,3,0.222,0.587,1.084
E01004270,2789,22.295,4,0.137,-0.428,1.291
E01004271,1710,31.028,3,0.221,0.451,0.635
E01004272,2500,35.145,2,0.274,0.251,0.567
E01004273,2419,36.777,2,0.281,0.13,0.853
E01004274,2142,24.191,4,0.225,-0.194,-0.431
E01004275,2231,13.794,7,0.099,-0.286,-0.532
E01004276,2325,5.371,10,0.026,-1.108,-1.14
E01004277,1710,7.917,9,0.041,-0.429,-2.181
E01004280,1950,25.118,4,0.226,-0.028,-0.493
E01004281,1899,8.22,9,0.06,-0.432,-0.506
E01004283,2607,29.565,3,0.237,0.253,0.187
E01004284,3602,31.368,3,0.265,0.402,0.297
E01004285,2206,39.744,2,0.276,0.589,0.512
E01004286,2557,36.494,2,0.246,0.392,0.81
E01004287,2321,29.947,3,0.24,0.315,0.167
E01004288,1747,37.996,2,0.262,0.79,0.513
E01004289,2076,34.596,2,0.212,0.959,0.867
E01004290,1932,28.558,3,0.196,0.404,0.809
E01004291,1983,9.872,8,0.066,-0.435,-0.354
E01004292,1894,7.73,9,0.045,-0.49,0.033
E01004293,2177,8.793,8,0.06,-0.936,-0.411
E01004294,1818,18.648,5,0.146,-0.169,-0.666
E01004295,1879,31.081,3,0.236,-0.125,0.62
E01004296,2279,26.077,4,0.205,-0.008,0.534
E01004297,1972,9.299,8,0.071,-0.717,-0.11
E01004298,1708,41.255,2,0.281,1.019,0.949
E01004300,1541,36.677,2,0.27,0.695,0.442
E01004301,1402,35.818,2,0.268,0.359,1.173
E01004302,2243,25.269,4,0.182,-0.407,-0.071
E01004303,2894,23.954,4,0.194,-0.177,0.571
E01004304,2117,38.469,2,0.271,0.515,0.937
E01004305,2099,30.888,3,0.223,0.128,0.633
E01004306,1664,36.699,2,0.217,0.628,1.389
E01004307,2869,14.037,7,0.056,-0.636,-0.435
E01004308,1516,28.761,3,0.223,0.051,0.895
E01004309,3314,38.451,2,0.261,0.813,0.598
E01004310,1980,37.267,2,0.252,0.701,0.617
E01004311,1657,38.758,2,0.257,0.665,1.658
E01004312,1551,39.603,2,0.284,0.744,1.218
E01004313,2230,24.564,4,0.179,0.012,0.312
E01004314,1164,21.635,4,0.114,0.08,1.405
E01004315,1744,32.576,3,0.199,0.445,1.676
E01004316,1137,39.089,2,0.218,0.59,2.119
E01004317,3633,27.603,3,0.172,0.374,1.293
E01004318,1600,35.903,2,0.236,0.609,0.893
E01004319,2099,32.582,3,0.251,0.207,0.779
E01004321,1928,33.782,2,0.264,0.159,0.867
E01004322,1346,32.255,3,0.192,0.358,1.521
E01004323,1576,27.821,3,0.201,0.844,0.695
E01004324,1606,37.489,2,0.224,1.239,0.675
E01004325,3066,24.528,4,0.118,-0.259,0.748
E01004326,1755,26.259,4,0.162,-0.1,1.316
E01004327,1204,30.077,3,0.205,-0.146,0.529
E01004328,1940,23.151,4,0.116,-0.395,0.36
E01004329,1950,23.702,4,0.138,-0.087,-0.207
E01004330,1794,16.923,6,0.096,-0.751,0.169
E01004331,1971,22.836,4,0.153,-0.203,-0.441
E01004332,1957,28.195,3,0.145,0.662,0.425
E01004333,1809,27.949,3,0.179,0.176,0.52
E01004334,1532,44.7,1,0.322,0.633,0.638
E01004335,1732,39.67,2,0.273,0.485,0.454
E01004336,1864,24.337,4,0.125,-0.486,0.54
E01004337,2085,26.107,4,0.169,-0.037,0.142
E01004338,1787,19.373,5,0.113,-0.517,0.047
E01004339,1925,24.516,4,0.13,-0.533,0.267
E01004340,1786,43.177,2,0.265,0.778,1.015
E01004341,2000,32.124,3,0.203,0.08,0.71
E01004342,2327,22.387,4,0.125,-0.197,0.405
E01004343,1812,15.753,6,0.086,-0.668,0.254
E01004344,1900,30.519,3,0.157,-0.275,0.846
E01004345,1974,20.885,5,0.117,-0.315,0.274
E01004346,1773,18.181,5,0.126,-0.55,0.553
E01004347,2152,15.495,6,0.1,-0.641,0.206
E01004348,2837,18.169,5,0.122,-0.893,0.105
E01004349,1516,29.854,3,0.184,-0.476,0.543
E01004350,1848,28.615,3,0.186,0.202,-0.159
E01004351,1617,15.035,6,0.095,-0.354,-0.359
E01004352,1907,10.412,8,0.041,-0.773,0.636
E01004353,1837,16.068,6,0.088,-0.637,0.254
E01004354,1884,13.633,7,0.073,-0.337,0.447
E01004355,1668,25.177,4,0.161,-0.154,0.124
E01004356,1619,25.903,4,0.172,-0.411,0.415
E01004357,1613,17.614,6,0.124,-0.642,0.014
E01004358,1830,22.079,4,0.147,-0.007,0.138
E01004359,1719,12.677,7,0.088,-0.582,-0.121
E01004360,1336,13.149,7,0.055,-0.483,0.282
E01004361,1323,15.397,6,0.079,-0.786,0.037
E01004362,1680,23.288,4,0.102,-0.133,0.742
E01004363,1612,19.357,5,0.124,-0.207,0.018
E01004364,1959,32.04,3,0.193,0.011,0.86
E01004365,2344,29.303,3,0.176,-0.039,0.578
E01004366,2022,19.553,5,0.102,-0.215,0.335
E01004367,1684,27.28,3,0.139,-0.045,0.956
E01004368,1954,21.837,4,0.11,-0.067,0.518
E01004369,1921,15.818,6,0.108,-0.392,-0.198
E01004370,1879,14.491,6,0.07,-0.869,0.148
E01004371,1644,20.617,5,0.116,-0.356,0.003
E01004372,1985,11.815,7,0.056,-0.576,-0.535
E01004373,1871,25.577,4,0.119,-0.006,0.04
E01004374,1959,17.097,6,0.1,-0.437,-0.221
E01004375,1860,20.785,5,0.114,-0.327,0.44
E01004376,2065,22.168,4,0.098,0.163,0.18
E01004377,1837,19.845,5,0.114,-0.285,0.772
E01004378,1983,22.983,4,0.13,-0.62,0.407
E01004379,1874,11.817,7,0.061,-0.756,0.571
E01004380,1553,22.668,4,0.148,-0.242,0.685
E01004381,1968,15.405,6,0.105,-0.705,0.396
E01004382,1455,38.703,2,0.289,0.161,0.12
E01004383,1705,14.955,6,0.099,-0.43,-0.026
E01004384,2065,32.114,3,0.197,0.62,0.027
E01004385,1386,33.462,2,0.214,0.089,0.933
E01004386,1703,8.937,8,0.046,-0.675,-0.077
E01004387,1510,7.179,9,0.034,-0.925,-0.155
E01004388,1609,19.354,5,0.119,-0.052,0.352
E01004389,1761,31.036,3,0.204,-0.002,0.353
E01004390,1592,34.954,2,0.223,0.511,0.342
E01004391,2159,21.317,5,0.146,-0.224,0.699
E01004392,2507,26.237,4,0.135,-0.023,0.715
E01004393,2229,21.831,4,0.139,0.082,0.039
E01004394,1825,36.022,2,0.219,0.661,0.84
E01004395,1625,17.268,6,0.097,-0.303,0.472
E01004396,1945,19.912,5,0.124,-0.424,-0.036
E01004397,2559,26.872,3,0.151,-0.631,1.668
E01004398,2067,37.907,2,0.263,0.55,0.289
E01004399,1729,47.476,1,0.313,0.284,1.177
E01004400,1730,29.213,3,0.18,-0.07,0.57
E01004401,2302,22.183,4,0.123,-0.03,0.225
E01004402,1828,32.696,3,0.228,-0.39,0.643
E01004403,1870,30.776,3,0.182,0.052,0.934
E01004404,2772,28.71,3,0.191,0.34,0.081
E01004405,1631,28.415,3,0.153,0.128,0.633
E01004406,1909,22.458,4,0.104,-0.078,0.229
E01004407,2427,41.22,2,0.242,0.124,0.428
E01004408,1653,23.297,4,0.149,-0.045,0.764
E01004409,1688,27.417,3,0.175,0.089,0.816
E01004410,1768,34.24,2,0.24,0.313,0.91
E01004411,1691,26.46,4,0.145,0.302,0.999
E01004412,1776,18.448,5,0.116,-0.761,0.355
E01004413,1648,32.226,3,0.19,0.732,0.331
E01004414,1713,21.52,5,0.129,-0.243,0.89
E01004415,1616,26.422,4,0.165,0.197,0.61
E01004416,1730,22.953,4,0.113,-0.035,0.529
E01004417,1797,23.066,4,0.13,-0.108,0.719
E01004418,1764,19.401,5,0.123,-0.448,0.44
E01004419,1817,21.127,5,0.086,-0.713,0.452
E01004420,2075,42.117,2,0.244,0.529,1.053
E01004421,2098,25.042,4,0.157,-0.504,0.418
E01004422,1751,26.887,3,0.152,-0.572,0.626
E01004423,2121,35.995,2,0.181,0.762,0.579
E01004424,1817,37.256,2,0.218,0.323,0.432
E01004425,2071,25.839,4,0.189,-0.264,0.211
E01004426,1747,25.371,4,0.14,-0.174,0.779
E01004427,2201,21.595,4,0.123,-0.557,0.246
E01004428,1989,39.593,2,0.308,0.2,0.205
E01004429,2015,23.261,4,0.141,-0.193,0.009
E01004430,2224,24.388,4,0.112,0.075,0.884
E01004432,1867,26.399,4,0.146,-0.25,0.953
E01004434,2026,27.787,3,0.186,-0.239,0.212
E01004435,2302,29.027,3,0.151,0.127,0.632
E01004436,1850,26.601,3,0.12,-0.261,0.76
E01004437,1938,25.659,4,0.154,-0.065,0.221
E01004438,2248,20.924,5,0.1,-0.099,0.564
E01004439,1811,19.011,5,0.127,-0.15,0.133
E01004440,2264,25.946,4,0.106,-0.312,0.857
E01004441,1717,18.76,5,0.094,-0.628,0.358
E01004442,1771,13.797,7,0.073,-0.581,-0.574
E01004443,1887,31.365,3,0.17,0.176,1.342
E01004444,2566,34.282,2,0.22,0.262,0.784
E01004445,1634,28.771,3,0.168,0.391,0.863
E01004446,2000,23.406,4,0.14,-0.422,0.395
E01004447,1880,16.828,6,0.098,-0.77,-0.141
E01004448,1898,26.678,3,0.136,-0.203,0.993
E01004449,1774,46.275,1,0.333,0.176,1.035
E01004450,1744,15.897,6,0.072,-0.382,0.241
E01004451,1865,16.07,6,0.097,-1.072,0.195
E01004452,1772,24.84,4,0.153,-0.202,0.43
E01004453,1718,25.765,4,0.122,-0.15,0.744
E01004454,1929,24.382,4,0.15,-0.192,0.281
E01004455,1670,29.351,3,0.178,-0.091,1.188
E01004456,1651,42.734,2,0.313,0.345,0.27
E01004457,1874,20.481,5,0.14,-0.267,0.344
E01004458,1984,26.207,4,0.165,-0.166,0.399
E01004459,1705,43.377,2,0.334,0.084,0.347
E01004460,1893,29.841,3,0.175,0.595,0.563
E01004461,2320,15.24,6,0.095,-0.964,-0.378
E01004462,1918,23.842,4,0.128,0.095,0.36
E01004463,2012,14.978,6,0.107,-0.721,0.106
E01004464,1681,37.506,2,0.271,0.161,0.757
E01004465,1517,18.111,5,0.113,-0.07,-0.232
E01004466,1609,14.801,6,0.101,-0.28,-0.017
E01004467,2400,29.626,3,0.197,0.096,-0.097
E01004468,1712,17.863,5,0.085,-0.588,0.42
E01004469,1721,39.486,2,0.264,0.139,0.36
E01004470,1566,34.263,2,0.173,0.104,1.028
E01004471,1806,32.772,3,0.208,0.17,0.601
E01004472,1924,9.879,8,0.051,-0.563,0.693
E01004473,1743,11.875,7,0.079,-0.093,0.158
E01004474,1923,17.524,6,0.104,-0.109,0.598
E01004475,1469,15.977,6,0.102,-0.146,0.571
E01004476,1921,13.593,7,0.086,-0.284,0.198
E01004477,1705,5.093,10,0.027,-1.251,-0.024
E01004478,1629,4.363,10,0.024,-1.117,-0.615
E01004479,1602,10.238,8,0.045,-0.929,0.106
E01004480,1749,7.239,9,0.045,-0.697,0.044
E01004481,1637,15.155,6,0.092,-0.085,0.322
E01004482,1601,15.123,6,0.09,-0.301,0.385
E01004483,2098,14.025,7,0.086,-0.641,0.209
E01004484,1463,18.333,5,0.101,-0.282,0.664
E01004485,1638,16.136,6,0.113,-0.164,0.056
E01004486,1409,17.646,6,0.097,0.036,0.5
E01004487,1534,21.375,5,0.119,0.007,0.242
E01004488,1472,14.58,6,0.071,-0.483,0.006
E01004489,1388,26.942,3,0.123,0.334,0.406
E01004490,1470,7.244,9,0.035,-0.849,-0.034
E01004491,2944,14.207,7,0.067,-0.537,-1.038
E01004492,1716,15.53,6,0.102,-0.145,-0.198
E01004493,1862,13.604,7,0.105,-0.194,0.098
E01004494,1788,19.102,5,0.137,0.026,0.229
E01004495,1466,23.496,4,0.222,-0.144,0.182
E01004496,2099,11.991,7,0.069,-0.13,0.012
E01004497,1440,16.446,6,0.119,-0.12,-0.636
E01004498,1564,8.707,8,0.064,-0.364,-0.211
E01004499,1526,13.847,7,0.093,-0.248,0.014
E01004500,1915,10.92,8,0.076,-0.502,-0.966
E01004501,1554,17.726,5,0.129,-0.075,-0.248
E01004502,1615,9.379,8,0.038,-1.17,0.29
E01004503,1674,18.546,5,0.111,0.179,-0.332
E01004504,1490,9.832,8,0.075,-0.987,-0.302
E01004505,1687,7.752,9,0.041,-1.452,-0.668
E01004506,1938,9.478,8,0.054,-0.973,-0.1
E01004507,1981,8.65,8,0.064,-1.212,-0.749
E01004508,2155,10.753,8,0.069,-0.943,-0.426
E01004509,2288,15.768,6,0.085,-0.277,0.772
E01004510,2151,8.768,8,0.054,-0.88,0.11
E01004511,1593,8.087,9,0.035,-0.633,0.146
E01004512,1495,12.491,7,0.07,-0.577,0.251
E01004513,1917,18.296,5,0.145,-0.067,0.444
E01004514,1789,9.256,8,0.055,-0.336,-0.144
E01004515,1828,14.846,6,0.099,-0.158,0.181
E01004516,1796,12.313,7,0.069,-0.917,0.015
E01004517,2267,14.927,6,0.112,-0.646,0.017
E01004518,1826,13.045,7,0.09,-0.967,-0.065
E01004519,1832,16.635,6,0.116,-0.311,0.246
E01004520,1440,16.54,6,0.127,-0.723,-0.164
E01004521,2224,16.432,6,0.126,-0.645,-0.238
E01004522,1743,18.304,5,0.15,-0.716,-0.101
E01004523,1839,19.06,5,0.126,-0.371,0.319
E01004524,1867,35.049,2,0.251,0.667,-0.107
E01004525,1954,21.561,4,0.119,-0.207,1.003
E01004526,1679,22.8,4,0.15,0.096,0.91
E01004527,1589,15.258,6,0.09,-0.487,0.763
E01004528,1743,28.667,3,0.201,0.251,0.473
E01004529,2247,13.45,7,0.102,-0.589,0.008
E01004530,1863,15.181,6,0.118,-0.433,-0.141
E01004531,1656,25.305,4,0.184,0.367,0.036
E01004532,1483,16.141,6,0.133,-0.285,-0.302
E01004533,1347,27.038,3,0.184,0.05,0.486
E01004534,1863,13.523,7,0.056,-0.709,1.128
E01004535,1774,37.698,2,0.276,0.731,0.471
E01004536,2525,23.52,4,0.14,0.115,0.01
E01004537,1854,33.441,2,0.234,0.372,0.824
E01004538,2099,25.102,4,0.189,-0.205,0.313
E01004539,2033,34.145,2,0.254,0.264,0.577
E01004540,2091,26.388,4,0.179,0.072,0.642
E01004541,1706,38.578,2,0.265,0.706,0.951
E01004542,1607,6.98,9,0.048,-0.877,-0.172
E01004543,1659,7.903,9,0.048,-0.833,0.017
E01004544,1483,12.086,7,0.072,-0.516,0.656
E01004545,1689,10.551,8,0.039,-0.891,0.333
E01004546,1524,6.62,9,0.045,-0.596,-0.349
E01004547,1494,20.336,5,0.135,-0.1,0.205
E01004548,2087,17.492,6,0.109,-0.015,0.148
E01004549,1663,19.334,5,0.096,0.519,0.245
E01004550,1536,13.202,7,0.112,-0.125,0.167
E01004551,1860,17.486,6,0.073,-0.322,0.847
E01004552,2164,10.655,8,0.029,-0.824,0.562
E01004553,1812,11.274,8,0.064,-0.411,0.519
E01004554,1756,6.516,9,0.026,-1.153,0.233
E01004555,1747,4.844,10,0.02,-1.457,-0.462
E01004556,1763,4.709,10,0.033,-1.23,-0.629
E01004557,1670,8.329,9,0.056,-0.726,-0.672
E01004558,1862,5.821,10,0.054,-1.358,-0.275
E01004559,1494,7.589,9,0.048,-1.076,-0.166
E01004560,2104,17.433,6,0.077,-0.629,0.938
E01004562,1872,29.861,3,0.215,-0.058,0.182
E01004563,2250,30.537,3,0.164,-0.074,0.512
E01004564,1748,18.491,5,0.108,0.245,0.047
E01004565,1689,19.254,5,0.119,-0.01,0.327
E01004566,1605,11.738,7,0.058,-0.828,0.598
E01004567,2449,31.614,3,0.25,0.43,-0.096
E01004568,1862,23.695,4,0.169,0.123,0.411
E01004569,2401,24.659,4,0.168,0.183,0.62
E01004570,2038,33.572,2,0.25,0.762,0.218
E01004571,1859,24.607,4,0.187,-0.075,0.506
E01004572,1712,22.976,4,0.142,-0.328,1.062
E01004573,1727,27.314,3,0.139,0.028,0.409
E01004574,1873,34.899,2,0.277,0.654,0.057
E01004575,1700,29.395,3,0.212,0.361,0.092
E01004576,1618,26.61,3,0.179,0.246,-0.035
E01004577,2006,14.287,6,0.08,-0.233,0.215
E01004579,1597,18.872,5,0.114,-0.275,0.417
E01004580,2098,18.717,5,0.106,0.322,0.558
E01004581,1822,15.428,6,0.116,-0.482,-0.319
E01004582,2195,9.047,8,0.063,-1.806,-0.709
E01004583,1921,12.262,7,0.087,-0.33,0.097
E01004584,1778,32.114,3,0.273,0.306,-0.467
E01004585,2043,10.139,8,0.049,-0.195,0.089
E01004586,2089,10.15,8,0.054,-0.651,-0.157
E01004587,1925,8.468,9,0.04,-0.704,-0.134
E01004588,2016,12.896,7,0.036,-0.48,0.775
E01004589,1902,7.633,9,0.028,-0.868,-0.149
E01004590,1859,25.382,4,0.176,-0.029,0.412
E01004591,1952,18.629,5,0.125,-0.024,0.266
E01004592,1724,25.647,4,0.171,0.176,0.328
E01004593,1783,8.54,9,0.07,-0.715,-0.207
E01004594,1515,5.248,10,0.028,-1.196,-0.364
E01004595,1723,8.241,9,0.05,-0.819,-0.093
E01004596,1600,6.139,9,0.029,-0.87,-0.494
E01004597,1772,11.97,7,0.092,-0.372,-0.16
E01004598,1764,8.252,9,0.043,-0.497,0.027
E01004599,1545,3.568,10,0.03,-1.103,-1.037
E01004600,2417,27.898,3,0.215,-0.181,0.231
E01004601,2283,19.4,5,0.125,-0.248,0.899
E01004602,1673,9.577,8,0.03,-0.92,0.358
E01004604,1651,7.81,9,0.015,-1.4,0.209
E01004605,1799,12.649,7,0.099,-0.824,-0.283
E01004606,1707,6.039,9,0.019,-0.984,-0.607
E01004607,1775,6.918,9,0.028,-1.622,-0.035
E01004608,1661,15.701,6,0.098,-0.261,0.68
E01004609,2029,11.246,8,0.029,-0.655,0.403
E01004610,1945,19.919,5,0.102,-0.481,1.234
E01004611,1574,15.858,6,0.092,-0.476,0.39
E01004612,1653,21.038,5,0.158,-0.182,0.385
E01004613,1549,32.542,3,0.221,-0.046,1.054
E01004614,2160,17.52,6,0.127,-0.051,-0.613
E01004615,1835,37.117,2,0.254,0.664,0.732
E01004616,2174,16.16,6,0.096,-0.357,0.384
E01004617,1951,22.718,4,0.146,0.548,0.134
E01004618,1507,13.315,7,0.051,-1.002,1.473
E01004619,1404,13.597,7,0.041,-1.168,1.176
E01004620,1733,13.595,7,0.074,-0.345,-0.041
E01004621,1662,16.179,6,0.086,-0.809,0.555
E01004622,1523,21.096,5,0.105,-0.289,0.263
E01004623,1791,8.842,8,0.069,-0.602,-0.151
E01004624,1548,19.498,5,0.11,-0.165,0.794
E01004625,1417,7.552,9,0.014,-1.487,0.355
E01004626,1877,14.008,7,0.055,0.271,0.341
E01004627,1656,10.143,8,0.067,-1.019,-0.422
E01004628,2333,23.386,4,0.119,1.082,-0.747
E01004629,1636,8.717,8,0.058,-1.235,0.059
E01004630,1761,29.906,3,0.234,0.212,0.212
E01004631,1539,20.805,5,0.153,0.217,0.166
E01004632,1494,8.395,9,0.079,-0.989,-0.434
E01004633,1560,26.263,4,0.249,-0.141,-0.442
E01004634,1531,12.856,7,0.1,-0.561,-0.212
E01004635,1658,13.215,7,0.094,-0.872,-0.251
E01004636,1547,15.699,6,0.129,-0.341,-0.262
E01004637,1443,14.919,6,0.13,-0.549,-0.864
E01004638,1463,6.727,9,0.035,-1.54,0.008
E01004639,1677,10.4,8,0.059,-0.803,-0.408
E01004640,1717,5.165,10,0.033,-1.443,-0.798
E01004641,1878,19.668,5,0.124,-0.34,-0.183
E01004642,2170,22.167,4,0.117,-0.043,0.445
E01004643,2072,21.764,4,0.18,-0.009,-0.228
E01004644,2317,18.179,5,0.117,-0.119,0.225
E01004645,2206,28.701,3,0.214,0.717,0.051
E01004646,1871,14.374,6,0.061,-2.011,0.695
E01004647,1729,16.324,6,0.108,-1.461,0.14
E01004648,2674,10.456,8,0.076,-1.842,0.043
E01004649,1950,6.385,9,0.045,-2.464,-0.379
E01004650,2376,5.964,9,0.038,-2.313,-0.453
E01004651,2344,9.221,8,0.05,-1.599,-1.11
E01004652,1932,15.871,6,0.101,-0.452,0.706
E01004653,1956,10.84,8,0.058,-1.358,0.354
E01004654,2640,12.798,7,0.072,-1.16,0.431
E01004656,2253,23.605,4,0.137,-0.423,0.747
E01004657,1612,11.499,7,0.025,-1.909,0.729
E01004658,1446,15.648,6,0.073,-0.511,0.728
E01004659,2113,7.589,9,0.053,-1.561,-0.929
E01004660,2144,8.583,9,0.035,-2.16,0.125
E01004661,2013,20.233,5,0.126,-0.695,-0.018
E01004662,1953,12.001,7,0.043,-1.892,-0.374
E01004663,1678,17.986,5,0.092,-1.221,1.208
E01004665,1685,36.498,2,0.286,0.247,-0.306
E01004666,1077,26.096,4,0.197,-0.141,0.276
E01004667,1747,30.083,3,0.179,0.009,0.239
E01004668,1515,18.423,5,0.14,-0.563,-0.006
E01004669,1753,30.923,3,0.263,0.163,0.026
E01004670,2898,48.003,1,0.385,0.442,-0.277
E01004674,2256,34.303,2,0.283,-0.058,0.633
E01004675,2466,33.045,3,0.267,0.257,0.583
E01004676,1759,21.229,5,0.164,-0.249,0.273
E01004677,1919,22.942,4,0.183,-0.026,-0.03
E01004678,2166,24.677,4,0.182,0.019,0.451
E01004679,2361,32.133,3,0.252,-0.059,0.529
E01004680,1407,11.027,8,0.025,-1.959,0.857
E01004681,2198,12.054,7,0.07,-0.894,-1.158
E01004682,1587,14.246,6,0.051,-0.846,0.521
E01004683,1520,8.566,9,0.024,-2.064,0.586
E01004684,1590,21.313,5,0.108,-1.082,1.282
E01004686,1306,23.844,4,0.116,-0.671,1.141
E01004687,1703,6.967,9,0.009,-2.576,0.217
E01004688,2404,5.319,10,0.006,-2.34,-0.855
E01004689,1444,15.963,6,0.009,-2.528,1.982
E01004690,1700,5.445,10,0.013,-2.762,-1.274
E01004691,1633,10.967,8,0.013,-2.792,-0.196
E01004692,1549,6.602,9,0.008,-2.321,-0.649
E01004693,1568,12.614,7,0.034,-1.795,1.046
E01004694,2037,8.45,9,0.026,-2.124,0.098
E01004695,1409,12.739,7,0.058,-0.78,0.843
E01004696,1618,32.394,3,0.253,0.36,0.156
E01004697,1706,16.233,6,0.08,-1.073,0.747
E01004698,1684,19.958,5,0.078,-0.591,1.465
E01004699,2374,14.726,6,0.053,-1.514,0.932
E01004700,2005,11.301,7,0.048,-1.775,0.181
E01004701,1722,9.41,8,0.063,-1.166,-0.696
E01004702,2783,42.113,2,0.315,0.27,0.592
E01004703,2425,10.512,8,0.059,-2.141,0.597
E01004705,1603,5.344,10,0.028,-1.708,-0.126
E01004706,1669,7.391,9,0.042,-0.935,0.631
E01004707,2091,3.915,10,0.025,-2.2,-0.276
E01004708,1716,22.865,4,0.148,-0.3,0.441
E01004709,1773,20.127,5,0.175,-0.601,-0.13
E01004710,1715,31.131,3,0.243,-0.194,0.898
E01004711,1965,24.274,4,0.206,-0.154,-0.151
E01004712,1959,11.061,8,0.057,-1.963,-0.109
E01004713,1973,7.513,9,0.011,-2.398,-0.531
E01004714,2199,10.268,8,0.035,-2.169,-0.229
E01004715,2292,15.84,6,0.111,-0.536,-0.651
E01004716,1692,7.362,9,0.012,-2.723,-0.649
E01004717,1779,12.041,7,0.038,-1.733,-0.363
E01004718,2173,29.795,3,0.206,0.16,0.475
E01004719,2042,28.56,3,0.216,-0.074,0.234
E01004720,2159,32.043,3,0.23,-0.051,0.616
E01004721,2131,38.504,2,0.288,0.465,0.728
E01004722,2524,35.96,2,0.313,-0.066,0.115
E01004723,2475,29.307,3,0.244,-0.051,0.248
E01004724,1997,10.86,8,0.076,-1.645,-0.642
E01004725,1582,27.158,3,0.21,-0.585,0.631
E01004726,1904,9.4,8,0.047,-2.03,-0.227
E01004727,2351,10.116,8,0.022,-2.887,0.207
E01004728,1666,14.858,6,0.122,-0.614,0.029
E01004729,1778,25.605,4,0.223,0.049,-0.745
E01004730,1908,6.582,9,0.047,-2.469,-0.492
E01004731,2043,10.008,8,0.054,-1.985,-1.359
E01004732,1727,43.66,2,0.283,1.161,-0.833
E01004733,2605,18.171,5,0.1,-1.141,-0.702
E01004734,1662,30.2,3,0.172,-0.136,1.262
E01004735,1192,35.28,2,0.216,0.647,-0.334
E01004736,1655,9.719,8,0.006,-2.151,0.01
E01004737,1416,20.233,5,0.144,-0.507,-0.131
E01004738,1700,9.473,8,0.044,-1.338,-0.176
E01004739,1342,9.446,8,0.057,-1.086,-1.2
E01004740,1636,33.582,2,0.253,0.428,0.897
E01004741,1411,20.616,5,0.15,-0.289,0.39
E01004742,1491,11.205,8,0.085,-1.022,-0.395
E01004743,1587,20.842,5,0.176,-0.298,-0.895
E01004744,1456,25.478,4,0.187,0.32,-0.941
E01004745,2420,16.175,6,0.096,-1.242,-1.218
E01004746,1559,27.661,3,0.198,-0.165,-0.328
E01004747,2505,22.157,4,0.167,0.073,-0.031
E01004748,1749,8.835,8,0.044,-1.44,-0.284
E01004749,3016,13.225,7,0.087,-1.128,-0.15
E01004750,1622,18.907,5,0.179,-0.318,-0.523
E01004751,1879,10.367,8,0.064,-1.395,0.391
E01004752,1768,22.513,4,0.158,0.224,-0.18
E01004753,1801,16.395,6,0.126,-0.665,-0.25
E01004754,1814,45.911,1,0.331,0.891,0.716
E01004755,2504,28.633,3,0.237,0.151,0.112
E01004756,1829,22.8,4,0.168,0.269,-0.01
E01004757,1694,40.501,2,0.321,0.241,0.358
E01004760,1703,24.998,4,0.193,-0.173,0.875
E01004761,1978,8.467,9,0.03,-2.131,-0.518
E01004762,2459,10.467,8,0.044,-2.012,0.117
E01004763,2505,23.381,4,0.069,-0.022,0.763
E01004765,2249,18.728,5,0.112,-0.564,0.095
E01032512,2753,43.654,2,0.323,0.427,0.568
E01032513,1371,35.818,2,0.285,0.155,0.485
E01032562,1636,32.456,3,0.238,-0.26,0.401
E01032563,1499,8.916,8,0.042,-0.83,0.659
E01032564,1327,40.061,2,0.275,0.501,0.478
E01032565,1548,37.246,2,0.222,0.442,0.361
E01032566,1864,25.162,4,0.167,-0.398,0.748
E01032567,1636,18.752,5,0.107,-0.11,0.328
E01032568,1577,25.535,4,0.186,-0.245,0.375
E01032569,1777,45.186,1,0.281,0.525,0.641
E01032570,1637,12.512,7,0.116,-1.106,-0.542
E01032572,1507,16.309,6,0.102,-0.255,0.803
E01032573,1625,11.533,7,0.063,-0.954,0.303
